model,method_key,dataset,dataset_lift_pct,variant_mean_all_pct,variant_mean_without_dataset_pct,mean_change_when_removed_pct,influence_direction,absolute_influence_rank
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_large_test,-0.2206648090384567,1.015344501018552,1.0434356217016658,0.028091120683113813,pulls_mean_down,16.0
tabpfn,freq_ratio_log__sel_combined_intersection,jm1,-0.1504172834526966,1.015344501018552,1.0418390870292624,0.02649458601071042,pulls_mean_down,17.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,-0.09753726713045,1.015344501018552,1.040637268476484,0.025292767457931964,pulls_mean_down,18.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_delivery_eta__gap_near,-0.0916810366628793,1.015344501018552,1.0405041723294937,0.025159671310941656,pulls_mean_down,19.0
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_0.5,-0.0808023183041452,1.015344501018552,1.0402569287304315,0.024912427711879515,pulls_mean_down,20.0
tabpfn,freq_ratio_log__sel_combined_intersection,seismic-bumps,-0.066932059651865,1.015344501018552,1.0399416955792433,0.024597194560691316,pulls_mean_down,21.0
tabpfn,freq_ratio_log__sel_combined_intersection,heloc,-0.0546419489508265,1.015344501018552,1.0396623748814924,0.024317873862940376,pulls_mean_down,22.0
tabpfn,freq_ratio_log__sel_combined_intersection,E-CommereShippingData,0.019709596031917,1.015344501018552,1.0379725670409756,0.02262806602242362,pulls_mean_down,23.0
tabpfn,freq_ratio_log__sel_combined_intersection,tschalzev_mbgm,0.0441542649833744,1.015344501018552,1.0374170063829877,0.022072505364435724,pulls_mean_down,24.0
tabpfn,freq_ratio_log__sel_combined_intersection,students_dropout_and_academic_success,0.1298819438100155,1.015344501018552,1.0354686500460188,0.020124149027466842,pulls_mean_down,25.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_near,0.1715861788708555,1.015344501018552,1.0345208265219088,0.019176325503356795,pulls_mean_down,26.0
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_1.0,0.193993345431389,1.015344501018552,1.034011572736442,0.01866707171789006,pulls_mean_down,27.0
tabpfn,freq_ratio_log__sel_combined_intersection,healthcare_insurance_expenses,0.2331562907294562,1.015344501018552,1.0331215057978496,0.017777004779297556,pulls_mean_down,29.0
tabpfn,freq_ratio_log__sel_combined_intersection,qsar-biodeg,0.2960337419059551,1.015344501018552,1.0316924728165657,0.016347971798013727,pulls_mean_down,31.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_maxdiff,0.3178502877224521,1.015344501018552,1.031196642229827,0.015852141211275095,pulls_mean_down,32.0
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_5.0,0.3265204618800255,1.015344501018552,1.030999592817155,0.015655091798602916,pulls_mean_down,33.0
tabpfn,freq_ratio_log__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,0.4491799684030523,1.015344501018552,1.0282118767598134,0.0128673757412614,pulls_mean_down,34.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_weather__gap_far,0.4741953615795358,1.015344501018552,1.0276433450967113,0.012298844078159288,pulls_mean_down,35.0
tabpfn,freq_ratio_log__sel_combined_intersection,synthetic_shift_3.0,0.4871881658570589,1.015344501018552,1.027348054090404,0.01200355307185208,pulls_mean_down,36.0
tabpfn,freq_ratio_log__sel_combined_intersection,Bank_Customer_Churn,0.5178083936710972,1.015344501018552,1.0266521398219033,0.011307638803351283,pulls_mean_down,38.0
tabpfn,freq_ratio_log__sel_combined_intersection,bike_sharing,0.5579687759897445,1.015344501018552,1.0257394038601158,0.010394902841563747,pulls_mean_down,39.0
tabpfn,freq_ratio_log__sel_combined_intersection,churn,0.5925425673144372,1.015344501018552,1.0249536358754636,0.009609134856911616,pulls_mean_down,40.0
tabpfn,freq_ratio_log__sel_combined_intersection,blood-transfusion-service-center,0.7575922005197279,1.015344501018552,1.0212025078480707,0.005858006829518647,pulls_mean_down,42.0
tabpfn,freq_ratio_log__sel_combined_intersection,online_shoppers_intention,0.9122630480121452,1.015344501018552,1.017687261314152,0.0023427602956000992,pulls_mean_down,43.0
tabpfn,freq_ratio_log__sel_combined_intersection,MIC,0.9922036831043348,1.015344501018552,1.0158704286984206,0.0005259276798685875,pulls_mean_down,45.0
tabpfn,freq_ratio_log__sel_combined_intersection,maternal_health_risk,1.0804046591414884,1.015344501018552,1.0138658610612126,-0.0014786399573394338,pulls_mean_up,44.0
tabpfn,freq_ratio_log__sel_combined_intersection,wine_quality,1.390615595169616,1.015344501018552,1.0068156125151189,-0.00852888850343314,pulls_mean_up,41.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_sberbank__gap_near,1.5328143910831344,1.015344501018552,1.0035838216989026,-0.011760679319649414,pulls_mean_up,37.0
tabpfn,freq_ratio_log__sel_combined_intersection,concrete_compressive_strength,1.773020520587553,1.015344501018552,0.9981245914828928,-0.017219909535659217,pulls_mean_up,30.0
tabpfn,freq_ratio_log__sel_combined_intersection,credit-g,1.8151668967909984,1.015344501018552,0.997166719296451,-0.01817778172210105,pulls_mean_up,28.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_sberbank__gap_far,5.108867122465451,1.015344501018552,0.922309895985668,-0.09303460503288397,pulls_mean_up,6.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_homesite__gap_near,5.39509715324792,1.015344501018552,0.9158046680133392,-0.09953983300521285,pulls_mean_up,5.0
tabpfn,freq_ratio_log__sel_combined_intersection,airfoil_self_noise,5.506870372609989,1.015344501018552,0.9132643675732921,-0.1020801334452599,pulls_mean_up,4.0
tabpfn,freq_ratio_log__sel_combined_intersection,tabred_homesite__gap_far,5.545870813285762,1.015344501018552,0.91237799392157,-0.10296650709698196,pulls_mean_up,3.0
tabpfn,freq_ratio_log__sel_combined_intersection,polish_companies_bankruptcy,6.516867072964731,1.015344501018552,0.8903098971106843,-0.1250346039078677,pulls_mean_up,2.0
tabpfn,freq_ratio_log__sel_combined_intersection,gas_sensor_drift,8.428313066279928,1.015344501018552,0.8468679427171572,-0.16847655830139485,pulls_mean_up,1.0
tabpfn,freq_ratio_log__sel_combined_union,MIC,-6.5036407072443865,1.105575811835035,1.278512550905022,0.17293673906998697,pulls_mean_down,2.0
tabpfn,freq_ratio_log__sel_combined_union,wine_quality,-3.089667710728003,1.105575811835035,1.2009222555296495,0.09534644369461454,pulls_mean_down,6.0
tabpfn,freq_ratio_log__sel_combined_union,taiwanese_bankruptcy_prediction,-1.5781779433213696,1.105575811835035,1.1665702153613169,0.06099440352628194,pulls_mean_down,10.0
tabpfn,freq_ratio_log__sel_combined_union,Marketing_Campaign,-1.0969917228699504,1.105575811835035,1.155634164896512,0.0500583530614771,pulls_mean_down,11.0
tabpfn,freq_ratio_log__sel_combined_union,students_dropout_and_academic_success,-0.9888783900718924,1.105575811835035,1.1531770436965563,0.04760123186152132,pulls_mean_down,13.0
tabpfn,freq_ratio_log__sel_combined_union,coil2000_insurance_policies,-0.9280031029838204,1.105575811835035,1.1517935144445544,0.04621770260951941,pulls_mean_down,14.0
tabpfn,freq_ratio_log__sel_combined_union,diabetes,-0.80795838015239,1.105575811835035,1.1490652252892948,0.04348941345425983,pulls_mean_down,15.0
tabpfn,freq_ratio_log__sel_combined_union,tabred_delivery_eta__gap_far,-0.7653537507861036,1.105575811835035,1.1480969382582427,0.04252112642320771,pulls_mean_down,16.0
tabpfn,freq_ratio_log__sel_combined_union,Fitness_Club,-0.6699128269475962,1.105575811835035,1.145927826352822,0.04035201451778714,pulls_mean_down,17.0
tabpfn,freq_ratio_log__sel_combined_union,qsar-biodeg,-0.6266377563481569,1.105575811835035,1.1449443020210168,0.039368490185981875,pulls_mean_down,18.0
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_near,-0.5118548959475013,1.105575811835035,1.1423356006482743,0.03675978881323938,pulls_mean_down,19.0
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_0.0,-0.3230461027024452,1.105575811835035,1.138044491710887,0.032468679875852,pulls_mean_down,21.0
tabpfn,freq_ratio_log__sel_combined_union,blood-transfusion-service-center,-0.2783132696531085,1.105575811835035,1.137027836414311,0.03145202457927598,pulls_mean_down,22.0
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_maxdiff,-0.2616359448501237,1.105575811835035,1.1366488063051523,0.031072994470117354,pulls_mean_down,23.0
tabpfn,freq_ratio_log__sel_combined_union,tschalzev_mbgm,-0.2538424261161633,1.105575811835035,1.1364716808793804,0.030895869044345492,pulls_mean_down,24.0
tabpfn,freq_ratio_log__sel_combined_union,QSAR_fish_toxicity,-0.1745484557946975,1.105575811835035,1.1346695451902564,0.029093733355221474,pulls_mean_down,25.0
tabpfn,freq_ratio_log__sel_combined_union,synthetic_large_test,-0.1020821098271824,1.105575811835035,1.1330225827819038,0.02744677094686887,pulls_mean_down,26.0
tabpfn,freq_ratio_log__sel_combined_union,synthetic_shift_0.5,-0.0807015253915003,1.105575811835035,1.1325366604083653,0.026960848573330365,pulls_mean_down,28.0
tabpfn,freq_ratio_log__sel_combined_union,tabred_weather__gap_far,-0.0768488562741658,1.105575811835035,1.1324490997466077,0.02687328791157273,pulls_mean_down,29.0
tabpfn,freq_ratio_log__sel_combined_union,heloc,-0.0630014401297886,1.105575811835035,1.1321343857433264,0.026558573908291416,pulls_mean_down,30.0
tabpfn,freq_ratio_log__sel_combined_union,Is-this-a-good-customer,-0.0528188227077067,1.105575811835035,1.1319029626200974,0.026327150785062425,pulls_mean_down,31.0
tabpfn,freq_ratio_log__sel_combined_union,Bank_Customer_Churn,-0.0209963279981006,1.105575811835035,1.13117972410397,0.025603912268935103,pulls_mean_down,32.0
tabpfn,freq_ratio_log__sel_combined_union,tabred_delivery_eta__gap_maxdiff,-0.0039389451638852,1.105575811835035,1.130792056312283,0.02521624447724813,pulls_mean_down,33.0
tabpfn,freq_ratio_log__sel_combined_union,bike_sharing,0.0302740705034356,1.105575811835035,1.1300144877743894,0.02443867593935445,pulls_mean_down,34.0
