model,method_key,dataset,dataset_family,n_folds,positive_folds,tie_folds,negative_folds,all_folds_positive,all_folds_nonnegative,mixed_positive_negative
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,qsar-biodeg,TabArena_IID,3,3,0,0,True,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,seismic-bumps,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,students_dropout_and_academic_success,TabArena_IID,3,2,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_shift_1.0,synthetic,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_delivery_eta__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_weather__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_weather__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,tabred_weather__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,website_phishing,TabArena_IID,2,1,0,1,False,False,True
tabpfn,groupby_shift_cohen_d__sel_combined_intersection,wine_quality,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,E-CommereShippingData,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,Fitness_Club,TabArena_IID,3,0,1,2,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,Is-this-a-good-customer,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,MIC,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,Marketing_Campaign,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,airfoil_self_noise,TabArena_IID,3,1,2,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,blood-transfusion-service-center,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,churn,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,coil2000_insurance_policies,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,concrete_compressive_strength,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,credit-g,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,diabetes,TabArena_IID,3,0,0,3,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,healthcare_insurance_expenses,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,heloc,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,jm1,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,online_shoppers_intention,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,polish_companies_bankruptcy,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,qsar-biodeg,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,seismic-bumps,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,students_dropout_and_academic_success,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_shift_1.0,synthetic,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_delivery_eta__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_homesite__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_weather__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_weather__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,tabred_weather__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
tabpfn,joint_freq_combined__sel_combined_intersection,website_phishing,TabArena_IID,2,1,0,1,False,False,True
tabpfn,joint_freq_combined__sel_combined_intersection,wine_quality,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,E-CommereShippingData,TabArena_IID,3,0,0,3,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,Fitness_Club,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,Is-this-a-good-customer,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,MIC,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,Marketing_Campaign,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,airfoil_self_noise,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,blood-transfusion-service-center,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,churn,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,coil2000_insurance_policies,TabArena_IID,3,0,0,3,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,concrete_compressive_strength,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,credit-g,TabArena_IID,3,2,0,1,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,diabetes,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,healthcare_insurance_expenses,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,heloc,TabArena_IID,3,0,0,3,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,jm1,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,online_shoppers_intention,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,polish_companies_bankruptcy,TabArena_IID,3,3,0,0,True,True,False
tabpfn,joint_freq_separate__sel_combined_union,qsar-biodeg,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,seismic-bumps,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,students_dropout_and_academic_success,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,synthetic_shift_1.0,synthetic,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_delivery_eta__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_homesite__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_weather__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_weather__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,tabred_weather__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,joint_freq_separate__sel_combined_union,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
tabpfn,joint_freq_separate__sel_combined_union,website_phishing,TabArena_IID,2,0,0,2,False,False,False
tabpfn,joint_freq_separate__sel_combined_union,wine_quality,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,Another-Dataset-on-used-Fiat-500,TabArena_IID,3,3,0,0,True,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,Bank_Customer_Churn,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,E-CommereShippingData,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,Fitness_Club,TabArena_IID,3,0,1,2,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,Is-this-a-good-customer,TabArena_IID,3,3,0,0,True,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,MIC,TabArena_IID,3,0,0,3,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,Marketing_Campaign,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,QSAR_fish_toxicity,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,airfoil_self_noise,TabArena_IID,3,1,2,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,bike_sharing,real_shift,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,blood-transfusion-service-center,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,churn,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,coil2000_insurance_policies,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,concrete_compressive_strength,TabArena_IID,3,3,0,0,True,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,credit-g,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,diabetes,TabArena_IID,3,0,0,3,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,gas_sensor_drift,real_shift,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,healthcare_insurance_expenses,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,heloc,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,jm1,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,maternal_health_risk,TabArena_IID,3,3,0,0,True,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,online_shoppers_intention,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,polish_companies_bankruptcy,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,qsar-biodeg,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,seismic-bumps,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,students_dropout_and_academic_success,TabArena_IID,3,2,0,1,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_large_test,synthetic,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_shift_0.0,synthetic,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_shift_0.5,synthetic,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_shift_1.0,synthetic,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_shift_3.0,synthetic,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,synthetic_shift_5.0,synthetic,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_delivery_eta__gap_far,TabReD_gap,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_delivery_eta__gap_maxdiff,TabReD_gap,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_delivery_eta__gap_near,TabReD_gap,1,0,0,1,False,False,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_homesite__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_homesite__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_sberbank__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_sberbank__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_weather__gap_far,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_weather__gap_maxdiff,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,tabred_weather__gap_near,TabReD_gap,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,taiwanese_bankruptcy_prediction,TabArena_IID,3,1,0,2,False,False,True
tabpfn,target_enc_ratio__sel_combined_intersection,tschalzev_mbgm,tschalzev_IID,1,1,0,0,False,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,website_phishing,TabArena_IID,2,2,0,0,True,True,False
tabpfn,target_enc_ratio__sel_combined_intersection,wine_quality,TabArena_IID,3,2,0,1,False,False,True
