model,pair_label,pair_quality,joint_key,train_only_key,estimand,execution_n_datasets,near_perfect_datasets_masked,n_fold_cells,n_datasets,mean_lift_pct,median_lift_pct,median_ci95_low_pct,median_ci95_high_pct,median_ci_coverage,ci95_low_pct,ci95_high_pct,wins,ties,losses,win_rate_decided,win_ci95_low,win_ci95_high,t_p_positive,t_p_negative,sign_p_positive,sign_p_negative,p10_lift_pct,p90_lift_pct,worst_lift_pct,best_lift_pct,finite_denominator_consistent,t_p_positive_bh,t_p_positive_holm,t_p_negative_bh,t_p_negative_holm,sign_p_positive_bh,sign_p_positive_holm,sign_p_negative_bh,sign_p_negative_holm,positive_mean_ci,negative_mean_ci,reliable_positive_strict,consistently_harmful_strict,never_exceeds_inductive
tabpfn,pca_10,same_hyperparameters,joint_pca_10,pca_train_only_10,direct_test_time_premium_pct,50,5,112,45,-0.3455736821025975,-0.012745154742753574,-0.09596182536723563,0.10568708622486082,0.9643021964448053,-1.0184262811857216,0.32727891698052664,22,0,23,0.4888888888888889,0.3370337483927935,0.6422596143299697,0.8468570315345773,0.15314296846542275,0.6170040878776035,0.5,-1.7063348187242409,1.3444700860558465,-12.959917986840507,2.6355936108002656,True,0.8468570315345773,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_10,same_hyperparameters,joint_pca_10,pca_train_only_10,additive_test_time_premium_pct,50,5,112,45,-0.35283054156256577,-0.012741755188127585,-0.09606404516057046,0.10585876885448967,0.9643021964448053,-1.0434363906527397,0.3377753075276081,22,0,23,0.4888888888888889,0.3370337483927935,0.6422596143299697,0.84559963895824,0.15440036104176005,0.6170040878776035,0.5,-1.6441602952757741,1.348939945277559,-13.40535203435791,2.6211884849691014,True,0.8455996389582399,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_5,same_hyperparameters,joint_pca_5,pca_train_only_5,direct_test_time_premium_pct,50,5,112,45,0.13876299815374485,0.006821627997509965,-0.07979456124213932,0.10635641286324683,0.9643021964448053,-0.25724265295606985,0.5347686492635595,24,0,21,0.5333333333333333,0.37872001608746453,0.6833991770025765,0.24189386885403624,0.7581061311459638,0.3829959121223965,0.7242578350987401,-0.8982197545673015,0.6667439869292477,-1.9877368968897364,6.799174504177869,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_5,same_hyperparameters,joint_pca_5,pca_train_only_5,additive_test_time_premium_pct,50,5,112,45,0.1385088171042273,0.006814725540194738,-0.08009541979249986,0.10734934626605613,0.9643021964448053,-0.26392992391442055,0.5409475581228751,24,0,21,0.5333333333333333,0.37872001608746453,0.6833991770025765,0.24577801304594493,0.7542219869540551,0.3829959121223965,0.7242578350987401,-0.9138891448553335,0.6818840761771875,-1.9538303098313508,7.144564258556082,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_var90,same_hyperparameters,joint_pca_var90,pca_train_only_var90,direct_test_time_premium_pct,50,5,112,45,0.09419039769627487,0.0929115233372131,-0.04284997101075384,0.23466650249523216,0.9643021964448053,-0.7054310360221533,0.8938118314147031,26,0,19,0.5777777777777777,0.4215032844881284,0.7234329717538802,0.4067251115837074,0.5932748884162926,0.1856490172355052,0.8836534040458446,-1.1142922485458835,1.5782897412265202,-12.673857864123464,9.114950461316534,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_var90,same_hyperparameters,joint_pca_var90,pca_train_only_var90,additive_test_time_premium_pct,50,5,112,45,0.10181983414457747,0.07990684128916636,-0.04291930873668827,0.21438338623314962,0.9643021964448053,-0.7443753011095241,0.9480149693986791,26,0,19,0.5777777777777777,0.4215032844881284,0.7234329717538802,0.4047588557870853,0.5952411442129147,0.1856490172355052,0.8836534040458446,-1.1237983106251344,1.598615449867048,-13.572959438309798,9.784109254667072,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_var95,same_hyperparameters,joint_pca_var95,pca_train_only_var95,direct_test_time_premium_pct,49,5,111,44,0.16468573313411786,0.06278973362805475,-0.04284997101075384,0.22089113101027716,0.9512332340955254,-0.5568922753916118,0.8862637416598474,25,0,19,0.5681818181818182,0.41033721610603374,0.7165062719107134,0.32382092564057363,0.6761790743594263,0.22569041619806285,0.8543923817270525,-0.6214103678415528,1.3226802575884813,-10.547932559093816,7.181411079150754,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,pca_var95,same_hyperparameters,joint_pca_var95,pca_train_only_var95,additive_test_time_premium_pct,49,5,111,44,0.2082250888014454,0.06271637211161098,-0.04291930873668827,0.2146836126985759,0.9512332340955254,-0.49776439470575795,0.9142145723086488,25,0,19,0.5681818181818182,0.41033721610603374,0.7165062719107134,0.277545606730072,0.722454393269928,0.22569041619806285,0.8543923817270525,-0.6284613646109575,1.308703512645087,-9.523393838090772,7.687677589673812,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,scaling_train_only,closer_pair_but_cat_encoding_also_differs,joint_scaling,train_only_scaling,direct_test_time_premium_pct,50,5,112,45,0.02831314572475666,-0.005565210406440979,-0.13877189716769453,0.06703210839478467,0.9643021964448053,-0.19487073231430196,0.2514970237638153,22,0,23,0.4888888888888889,0.3370337483927935,0.6422596143299697,0.3996986090788245,0.6003013909211756,0.6170040878776035,0.5,-0.6979479356099955,0.617469542859354,-1.5393259650961684,2.95837839994527,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,scaling_train_only,closer_pair_but_cat_encoding_also_differs,joint_scaling,train_only_scaling,additive_test_time_premium_pct,50,5,112,45,0.03732227360026452,-0.005563627650749937,-0.13863187855756107,0.06693044066317938,0.9643021964448053,-0.1941680769006858,0.26881262410121487,22,0,23,0.4888888888888889,0.3370337483927935,0.6422596143299697,0.37338709737946824,0.6266129026205318,0.6170040878776035,0.5,-0.6919255074806876,0.6195023225927846,-1.4697809639535446,3.1752264844156155,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,target_sensitivity_m10,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m10,direct_test_time_premium_pct,50,5,112,45,-0.05494141788470446,0.0,-0.0215239115924002,0.0,0.9643021964448053,-0.1675024477825275,0.0576196120131186,8,17,20,0.2857142857142857,0.13223651257112512,0.4866683154489405,0.8346811196028376,0.1653188803971623,0.9937295243144035,0.017849069088697433,-0.3276707522360559,0.05032058923264496,-1.4676088428340772,1.448524405576074,True,0.8468570315345773,1.0,0.7725517548079899,1.0,0.9937295243144035,1.0,0.17849069088697433,0.17849069088697433,False,False,False,False,False
tabpfn,target_sensitivity_m10,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m10,additive_test_time_premium_pct,50,5,112,45,-0.05786320029501681,0.0,-0.021398751883772934,0.0,0.9643021964448053,-0.17448184252385107,0.05875544193381745,8,17,20,0.2857142857142857,0.13223651257112512,0.4866683154489405,0.8386045554760779,0.16139544452392213,0.9937295243144035,0.017849069088697433,-0.32421577001593554,0.04977877042941446,-1.4973225172835143,1.515743456817044,True,0.8455996389582399,1.0,0.7870421171924384,1.0,0.9937295243144035,1.0,0.17849069088697433,0.17849069088697433,False,False,False,False,False
tabpfn,target_sensitivity_m20,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m20,direct_test_time_premium_pct,50,5,112,45,-0.005900414398071527,0.0,0.0,0.0,0.9643021964448053,-0.11433602732740003,0.10253519853125698,15,16,14,0.5172413793103449,0.32531499636145644,0.7055144170481589,0.5434128271352541,0.45658717286474587,0.5,0.644464448094368,-0.23189757121111734,0.23533492177903997,-1.1396651708178163,0.9266119081867722,True,0.6792660339190676,1.0,0.7725517548079899,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,target_sensitivity_m20,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m20,additive_test_time_premium_pct,50,5,112,45,0.000661233356441665,0.0,0.0,0.0,0.9643021964448053,-0.11189801385643973,0.11322048056932306,15,16,14,0.5172413793103449,0.32531499636145644,0.7055144170481589,0.49530365319477426,0.5046963468052257,0.5,0.644464448094368,-0.22968296222344667,0.23709676831603388,-1.1620338550026228,1.1145201403899692,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.8814344112537194,1.0,0.8836534040458446,1.0,False,False,False,False,False
tabpfn,target_sensitivity_m5,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m5,direct_test_time_premium_pct,50,5,112,45,0.011488316871645308,0.0,-0.00836471596483944,0.0,0.9643021964448053,-0.10686649438360839,0.129843128126899,9,18,18,0.3333333333333333,0.1651881796873157,0.5396072860922572,0.42290209186929634,0.5770979081307037,0.9738805070519447,0.06103906035423279,-0.2420359265643649,0.24963101959561435,-1.2274785225376525,1.8115953011113792,True,0.6708096582394575,1.0,0.7725517548079899,1.0,0.9937295243144035,1.0,0.2810625731945038,0.5493515431880951,False,False,False,False,False
tabpfn,target_sensitivity_m5,loose_regularization_sensitivity,target_enc_ratio,target_enc_standard_m5,additive_test_time_premium_pct,50,5,112,45,0.015261016638902992,0.0,-0.008335780174529411,0.0,0.9643021964448053,-0.106847015074767,0.137369048352573,9,18,18,0.3333333333333333,0.1651881796873157,0.5396072860922572,0.401153358813334,0.598846641186666,0.9738805070519447,0.06103906035423279,-0.23262453300909802,0.29548931726174055,-1.2449370786727358,1.9026723114378703,True,0.6191295664934678,1.0,0.7870421171924384,1.0,0.9937295243144035,1.0,0.2810625731945038,0.5493515431880951,False,False,False,False,False
