model,pair_label,pair_quality,joint_key,train_only_key,dataset,err_joint,err_train_only,err_inductive,near_perfect_base,n_common_folds,total_vs_inductive_pct,train_only_vs_inductive_pct,additive_test_time_premium_pct,direct_test_time_premium_pct,absolute_joint_minus_train_only_improvement,absolute_total_improvement,dataset_family,domain_auc,mean_ks,shift_bin,source_id,source_dataset
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,blood-transfusion-service-center,0.2943193081573991,0.2943193081573991,0.2943193081573991,False,3,0.0,0.0,0.0,0.0,0.0,0.0,TabArena_IID,0.5146430905695611,0.0393868450390189,DAUC < 0.55,source::blood-transfusion-service-center,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,brfss_diabetes,0.1761134369547874,0.1760181426000995,0.1762096282165715,False,1,0.05458910659857101,0.10866921314688721,-0.054080106548316194,-0.05413893890723276,-9.52943546879137e-05,9.619126178408988e-05,real_shift,0.6218414250000001,0.0278607379887395,0.55 <= DAUC < 0.75,source::brfss_diabetes,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,churn,0.0833445685908904,0.0831660224978998,0.08373592096225208,False,3,0.4673649813179886,0.6805901909279612,-0.2132252096099726,-0.2146863438071862,-0.00017854609299060298,0.0003913523713616751,TabArena_IID,0.4777912499999999,0.0261333333333333,DAUC < 0.55,source::churn,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,coil2000_insurance_policies,0.25058913730428434,0.2503180457119143,0.2503404243359272,False,3,-0.09934990284406213,0.008939277015388063,-0.10828917985945019,-0.108298860994639,-0.000271091592370043,-0.0002487129683571565,TabArena_IID,0.4998567392475893,0.009434077843747,DAUC < 0.55,source::coil2000_insurance_policies,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,concrete_compressive_strength,4.340134707907356,4.340134707907356,4.340134707907356,False,3,0.0,0.0,0.0,0.0,0.0,0.0,TabArena_IID,0.5128188681237462,0.0502123786407767,DAUC < 0.55,source::concrete_compressive_strength,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,credit-g,0.23171967279263408,0.22821466563955842,0.23617982954892822,False,3,1.8884579452921244,3.372499643420945,-1.4840416981288203,-1.5358378232411523,-0.0035050071530756677,0.004460156756294131,TabArena_IID,0.4666875,0.0366071428571428,DAUC < 0.55,source::credit-g,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,credit_card_clients_default,0.21532631576747643,0.21532631576747643,0.21600021694556126,False,3,0.3119909727936399,0.3119909727936399,0.0,0.0,0.0,0.0006739011780848292,TabArena_IID,0.5084822083333334,0.0089083333333333,DAUC < 0.55,source::credit_card_clients_default,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,customer_satisfaction_in_airline,0.005432767665751466,0.0054304669663108,0.0056408237053047336,True,3,,,,,-2.3006994406661943e-06,0.00020805603955326765,TabArena_IID,0.4966771,0.0063438979047851,DAUC < 0.55,source::customer_satisfaction_in_airline,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,diabetes,0.16934535483580615,0.16934535483580615,0.16934535483580615,False,3,0.0,0.0,0.0,0.0,0.0,0.0,TabArena_IID,0.5164146241145119,0.0782684335208765,DAUC < 0.55,source::diabetes,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,diabetes_hospital,0.3464633796510082,0.3465781993079335,0.3461028034487377,False,1,-0.10418182074157657,-0.13735683573167806,0.033175014990101476,0.033129509344372615,0.00011481965692528018,-0.000360576202270535,real_shift,0.938254775,0.0569622287584916,0.75 <= DAUC < 0.95,source::diabetes_130_us,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,diamonds,530.68700459692,530.68700459692,533.6157469570486,False,3,0.5488485631898563,0.5488485631898563,0.0,0.0,0.0,2.928742360128581,TabArena_IID,0.500012025,0.0064925534544555,DAUC < 0.55,source::diamonds,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,folktables_coverage,0.1802328471102703,0.1802328471102703,0.1802445690392519,False,1,0.006503346560779588,0.006503346560779588,0.0,0.0,0.0,1.1721928981606178e-05,Folktables,0.55100065,0.0153198007637392,0.55 <= DAUC < 0.75,source::folktables,
bag8,freq,same_hyperparameters,joint_freq_combined,freq_enc_train_only,folktables_coverage_covid,0.1862352121615774,0.1863367622736601,0.1863877343928588,False,1,0.08183061604253432,0.027347357037589413,0.054483259004944905,0.05449816281210806,0.00010155011208271003,0.00015252223128139897,Folktables,0.6727981749999998,0.0219409140498816,0.55 <= DAUC < 0.75,source::folktables,
